# T.32 Role Classification Matrix — full enumeration (generated)
# axes: stat | reach | durability | playstyle | speed | intent  =>  role_code  =>  role
# total combos: 1512

stat   reach  durability playstyle speed   intent  | role_code                                    | role
int    ranged tanky_hp   ability   swift   utility | int-ranged-tanky_hp-ability-swift-utility    | tank
int    ranged tanky_hp   ability   swift   hybrid  | int-ranged-tanky_hp-ability-swift            | tank
int    ranged tanky_hp   ability   blazing damage  | int-ranged-tanky_hp-ability-blazing-damage   | bruiser
int    ranged tanky_hp   ability   blazing utility | int-ranged-tanky_hp-ability-blazing-utility  | tank
int    ranged tanky_hp   ability   blazing hybrid  | int-ranged-tanky_hp-ability-blazing          | tank
int    ranged tanky_arm  auto      moloch  damage  | int-ranged-tanky_arm-auto-moloch-damage      | bruiser
int    ranged tanky_arm  auto      moloch  utility | int-ranged-tanky_arm-auto-moloch-utility     | tank
int    ranged tanky_arm  auto      moloch  hybrid  | int-ranged-tanky_arm-auto-moloch             | tank
int    ranged tanky_arm  auto      leaden  damage  | int-ranged-tanky_arm-auto-leaden-damage      | bruiser
int    ranged tanky_arm  auto      leaden  utility | int-ranged-tanky_arm-auto-leaden-utility     | tank
int    ranged tanky_arm  auto      leaden  hybrid  | int-ranged-tanky_arm-auto-leaden             | tank
int    ranged tanky_arm  auto      heavy   damage  | int-ranged-tanky_arm-auto-heavy-damage       | bruiser
int    ranged tanky_arm  auto      heavy   utility | int-ranged-tanky_arm-auto-heavy-utility      | tank
int    ranged tanky_arm  auto      heavy   hybrid  | int-ranged-tanky_arm-auto-heavy              | tank
int    ranged tanky_arm  auto      hybrid  damage  | int-ranged-tanky_arm-auto-damage             | bruiser
int    ranged tanky_arm  auto      hybrid  utility | int-ranged-tanky_arm-auto-utility            | tank
int    ranged tanky_arm  auto      hybrid  hybrid  | int-ranged-tanky_arm-auto                    | tank
int    ranged tanky_arm  auto      light   damage  | int-ranged-tanky_arm-auto-light-damage       | bruiser
int    ranged tanky_arm  auto      light   utility | int-ranged-tanky_arm-auto-light-utility      | tank
int    ranged tanky_arm  auto      light   hybrid  | int-ranged-tanky_arm-auto-light              | tank
int    ranged tanky_arm  auto      swift   damage  | int-ranged-tanky_arm-auto-swift-damage       | bruiser
int    ranged tanky_arm  auto      swift   utility | int-ranged-tanky_arm-auto-swift-utility      | tank
int    ranged tanky_arm  auto      swift   hybrid  | int-ranged-tanky_arm-auto-swift              | tank
int    ranged tanky_arm  auto      blazing damage  | int-ranged-tanky_arm-auto-blazing-damage     | bruiser
int    ranged tanky_arm  auto      blazing utility | int-ranged-tanky_arm-auto-blazing-utility    | tank
int    ranged tanky_arm  auto      blazing hybrid  | int-ranged-tanky_arm-auto-blazing            | tank
int    ranged tanky_arm  hybrid    moloch  damage  | int-ranged-tanky_arm-moloch-damage           | bruiser
int    ranged tanky_arm  hybrid    moloch  utility | int-ranged-tanky_arm-moloch-utility          | tank
int    ranged tanky_arm  hybrid    moloch  hybrid  | int-ranged-tanky_arm-moloch                  | tank
int    ranged tanky_arm  hybrid    leaden  damage  | int-ranged-tanky_arm-leaden-damage           | bruiser
int    ranged tanky_arm  hybrid    leaden  utility | int-ranged-tanky_arm-leaden-utility          | tank
int    ranged tanky_arm  hybrid    leaden  hybrid  | int-ranged-tanky_arm-leaden                  | tank
int    ranged tanky_arm  hybrid    heavy   damage  | int-ranged-tanky_arm-heavy-damage            | bruiser
int    ranged tanky_arm  hybrid    heavy   utility | int-ranged-tanky_arm-heavy-utility           | tank
int    ranged tanky_arm  hybrid    heavy   hybrid  | int-ranged-tanky_arm-heavy                   | tank
int    ranged tanky_arm  hybrid    hybrid  damage  | int-ranged-tanky_arm-damage                  | bruiser
int    ranged tanky_arm  hybrid    hybrid  utility | int-ranged-tanky_arm-utility                 | tank
int    ranged tanky_arm  hybrid    hybrid  hybrid  | int-ranged-tanky_arm                         | tank
int    ranged tanky_arm  hybrid    light   damage  | int-ranged-tanky_arm-light-damage            | bruiser
int    ranged tanky_arm  hybrid    light   utility | int-ranged-tanky_arm-light-utility           | tank
int    ranged tanky_arm  hybrid    light   hybrid  | int-ranged-tanky_arm-light                   | tank
int    ranged tanky_arm  hybrid    swift   damage  | int-ranged-tanky_arm-swift-damage            | bruiser
int    ranged tanky_arm  hybrid    swift   utility | int-ranged-tanky_arm-swift-utility           | tank
int    ranged tanky_arm  hybrid    swift   hybrid  | int-ranged-tanky_arm-swift                   | tank
int    ranged tanky_arm  hybrid    blazing damage  | int-ranged-tanky_arm-blazing-damage          | bruiser
int    ranged tanky_arm  hybrid    blazing utility | int-ranged-tanky_arm-blazing-utility         | tank
int    ranged tanky_arm  hybrid    blazing hybrid  | int-ranged-tanky_arm-blazing                 | tank
int    ranged tanky_arm  ability   moloch  damage  | int-ranged-tanky_arm-ability-moloch-damage   | bruiser
int    ranged tanky_arm  ability   moloch  utility | int-ranged-tanky_arm-ability-moloch-utility  | tank
int    ranged tanky_arm  ability   moloch  hybrid  | int-ranged-tanky_arm-ability-moloch          | tank
int    ranged tanky_arm  ability   leaden  damage  | int-ranged-tanky_arm-ability-leaden-damage   | bruiser
int    ranged tanky_arm  ability   leaden  utility | int-ranged-tanky_arm-ability-leaden-utility  | tank
int    ranged tanky_arm  ability   leaden  hybrid  | int-ranged-tanky_arm-ability-leaden          | tank
int    ranged tanky_arm  ability   heavy   damage  | int-ranged-tanky_arm-ability-heavy-damage    | bruiser
int    ranged tanky_arm  ability   heavy   utility | int-ranged-tanky_arm-ability-heavy-utility   | tank
int    ranged tanky_arm  ability   heavy   hybrid  | int-ranged-tanky_arm-ability-heavy           | tank
int    ranged tanky_arm  ability   hybrid  damage  | int-ranged-tanky_arm-ability-damage          | bruiser
int    ranged tanky_arm  ability   hybrid  utility | int-ranged-tanky_arm-ability-utility         | tank
int    ranged tanky_arm  ability   hybrid  hybrid  | int-ranged-tanky_arm-ability                 | tank
int    ranged tanky_arm  ability   light   damage  | int-ranged-tanky_arm-ability-light-damage    | bruiser
int    ranged tanky_arm  ability   light   utility | int-ranged-tanky_arm-ability-light-utility   | tank
int    ranged tanky_arm  ability   light   hybrid  | int-ranged-tanky_arm-ability-light           | tank
int    ranged tanky_arm  ability   swift   damage  | int-ranged-tanky_arm-ability-swift-damage    | bruiser
int    ranged tanky_arm  ability   swift   utility | int-ranged-tanky_arm-ability-swift-utility   | tank
int    ranged tanky_arm  ability   swift   hybrid  | int-ranged-tanky_arm-ability-swift           | tank
int    ranged tanky_arm  ability   blazing damage  | int-ranged-tanky_arm-ability-blazing-damage  | bruiser
int    ranged tanky_arm  ability   blazing utility | int-ranged-tanky_arm-ability-blazing-utility | tank
int    ranged tanky_arm  ability   blazing hybrid  | int-ranged-tanky_arm-ability-blazing         | tank
hybrid melee  squishy    auto      moloch  damage  | melee-squishy-auto-moloch-damage             | swashbuckler
hybrid melee  squishy    auto      moloch  utility | melee-squishy-auto-moloch-utility            | support
hybrid melee  squishy    auto      moloch  hybrid  | melee-squishy-auto-moloch                    | spellblade
hybrid melee  squishy    auto      leaden  damage  | melee-squishy-auto-leaden-damage             | swashbuckler
hybrid melee  squishy    auto      leaden  utility | melee-squishy-auto-leaden-utility            | support
hybrid melee  squishy    auto      leaden  hybrid  | melee-squishy-auto-leaden                    | spellblade
hybrid melee  squishy    auto      heavy   damage  | melee-squishy-auto-heavy-damage              | swashbuckler
hybrid melee  squishy    auto      heavy   utility | melee-squishy-auto-heavy-utility             | support
hybrid melee  squishy    auto      heavy   hybrid  | melee-squishy-auto-heavy                     | spellblade
hybrid melee  squishy    auto      hybrid  damage  | melee-squishy-auto-damage                    | swashbuckler
hybrid melee  squishy    auto      hybrid  utility | melee-squishy-auto-utility                   | support
hybrid melee  squishy    auto      hybrid  hybrid  | melee-squishy-auto                           | spellblade
hybrid melee  squishy    auto      light   damage  | melee-squishy-auto-light-damage              | swashbuckler
hybrid melee  squishy    auto      light   utility | melee-squishy-auto-light-utility             | support
hybrid melee  squishy    auto      light   hybrid  | melee-squishy-auto-light                     | spellblade
hybrid melee  squishy    auto      swift   damage  | melee-squishy-auto-swift-damage              | swashbuckler
hybrid melee  squishy    auto      swift   utility | melee-squishy-auto-swift-utility             | support
hybrid melee  squishy    auto      swift   hybrid  | melee-squishy-auto-swift                     | spellblade
hybrid melee  squishy    auto      blazing damage  | melee-squishy-auto-blazing-damage            | swashbuckler
hybrid melee  squishy    auto      blazing utility | melee-squishy-auto-blazing-utility           | support
hybrid melee  squishy    auto      blazing hybrid  | melee-squishy-auto-blazing                   | spellblade
hybrid melee  squishy    hybrid    moloch  damage  | melee-squishy-moloch-damage                  | swashbuckler
hybrid melee  squishy    hybrid    moloch  utility | melee-squishy-moloch-utility                 | support
hybrid melee  squishy    hybrid    moloch  hybrid  | melee-squishy-moloch                         | spellblade
hybrid melee  squishy    hybrid    leaden  damage  | melee-squishy-leaden-damage                  | swashbuckler
hybrid melee  squishy    hybrid    leaden  utility | melee-squishy-leaden-utility                 | support
hybrid melee  squishy    hybrid    leaden  hybrid  | melee-squishy-leaden                         | spellblade
hybrid melee  squishy    hybrid    heavy   damage  | melee-squishy-heavy-damage                   | swashbuckler
hybrid melee  squishy    hybrid    heavy   utility | melee-squishy-heavy-utility                  | support
hybrid melee  squishy    hybrid    heavy   hybrid  | melee-squishy-heavy                          | spellblade
hybrid melee  squishy    hybrid    hybrid  damage  | melee-squishy-damage                         | swashbuckler
hybrid melee  squishy    hybrid    hybrid  utility | melee-squishy-utility                        | support
hybrid melee  squishy    hybrid    hybrid  hybrid  | melee-squishy                                | spellblade
hybrid melee  squishy    hybrid    light   damage  | melee-squishy-light-damage                   | swashbuckler
hybrid melee  squishy    hybrid    light   utility | melee-squishy-light-utility                  | support
hybrid melee  squishy    hybrid    light   hybrid  | melee-squishy-light                          | spellblade
hybrid melee  squishy    hybrid    swift   damage  | melee-squishy-swift-damage                   | swashbuckler
hybrid melee  squishy    hybrid    swift   utility | melee-squishy-swift-utility                  | support
hybrid melee  squishy    hybrid    swift   hybrid  | melee-squishy-swift                          | spellblade
hybrid melee  squishy    hybrid    blazing damage  | melee-squishy-blazing-damage                 | swashbuckler
hybrid melee  squishy    hybrid    blazing utility | melee-squishy-blazing-utility                | support
hybrid melee  squishy    hybrid    blazing hybrid  | melee-squishy-blazing                        | spellblade
hybrid melee  squishy    ability   moloch  damage  | melee-squishy-ability-moloch-damage          | assassin
hybrid melee  squishy    ability   moloch  utility | melee-squishy-ability-moloch-utility         | support
hybrid melee  squishy    ability   moloch  hybrid  | melee-squishy-ability-moloch                 | assassin
hybrid melee  squishy    ability   leaden  damage  | melee-squishy-ability-leaden-damage          | assassin
hybrid melee  squishy    ability   leaden  utility | melee-squishy-ability-leaden-utility         | support
hybrid melee  squishy    ability   leaden  hybrid  | melee-squishy-ability-leaden                 | assassin
hybrid melee  squishy    ability   heavy   damage  | melee-squishy-ability-heavy-damage           | assassin
hybrid melee  squishy    ability   heavy   utility | melee-squishy-ability-heavy-utility          | support
hybrid melee  squishy    ability   heavy   hybrid  | melee-squishy-ability-heavy                  | assassin
hybrid melee  squishy    ability   hybrid  damage  | melee-squishy-ability-damage                 | assassin
hybrid melee  squishy    ability   hybrid  utility | melee-squishy-ability-utility                | support
hybrid melee  squishy    ability   hybrid  hybrid  | melee-squishy-ability                        | assassin
hybrid melee  squishy    ability   light   damage  | melee-squishy-ability-light-damage           | assassin
hybrid melee  squishy    ability   light   utility | melee-squishy-ability-light-utility          | support
hybrid melee  squishy    ability   light   hybrid  | melee-squishy-ability-light                  | assassin
hybrid melee  squishy    ability   swift   damage  | melee-squishy-ability-swift-damage           | assassin
hybrid melee  squishy    ability   swift   utility | melee-squishy-ability-swift-utility          | support
hybrid melee  squishy    ability   swift   hybrid  | melee-squishy-ability-swift                  | assassin
hybrid melee  squishy    ability   blazing damage  | melee-squishy-ability-blazing-damage         | assassin
hybrid melee  squishy    ability   blazing utility | melee-squishy-ability-blazing-utility        | support
hybrid melee  squishy    ability   blazing hybrid  | melee-squishy-ability-blazing                | assassin
hybrid melee  hybrid     auto      moloch  damage  | melee-auto-moloch-damage                     | swashbuckler
hybrid melee  hybrid     auto      moloch  utility | melee-auto-moloch-utility                    | support
hybrid melee  hybrid     auto      moloch  hybrid  | melee-auto-moloch                            | spellblade
hybrid melee  hybrid     auto      leaden  damage  | melee-auto-leaden-damage                     | swashbuckler
hybrid melee  hybrid     auto      leaden  utility | melee-auto-leaden-utility                    | support
hybrid melee  hybrid     auto      leaden  hybrid  | melee-auto-leaden                            | spellblade
hybrid melee  hybrid     auto      heavy   damage  | melee-auto-heavy-damage                      | swashbuckler
hybrid melee  hybrid     auto      heavy   utility | melee-auto-heavy-utility                     | support
hybrid melee  hybrid     auto      heavy   hybrid  | melee-auto-heavy                             | spellblade
hybrid melee  hybrid     auto      hybrid  damage  | melee-auto-damage                            | swashbuckler
hybrid melee  hybrid     auto      hybrid  utility | melee-auto-utility                           | support
hybrid melee  hybrid     auto      hybrid  hybrid  | melee-auto                                   | spellblade
hybrid melee  hybrid     auto      light   damage  | melee-auto-light-damage                      | swashbuckler
hybrid melee  hybrid     auto      light   utility | melee-auto-light-utility                     | support
hybrid melee  hybrid     auto      light   hybrid  | melee-auto-light                             | spellblade
hybrid melee  hybrid     auto      swift   damage  | melee-auto-swift-damage                      | swashbuckler
hybrid melee  hybrid     auto      swift   utility | melee-auto-swift-utility                     | support
hybrid melee  hybrid     auto      swift   hybrid  | melee-auto-swift                             | spellblade
hybrid melee  hybrid     auto      blazing damage  | melee-auto-blazing-damage                    | swashbuckler
hybrid melee  hybrid     auto      blazing utility | melee-auto-blazing-utility                   | support
hybrid melee  hybrid     auto      blazing hybrid  | melee-auto-blazing                           | spellblade
hybrid melee  hybrid     hybrid    moloch  damage  | melee-moloch-damage                          | swashbuckler
hybrid melee  hybrid     hybrid    moloch  utility | melee-moloch-utility                         | support
hybrid melee  hybrid     hybrid    moloch  hybrid  | melee-moloch                                 | spellblade
hybrid melee  hybrid     hybrid    leaden  damage  | melee-leaden-damage                          | swashbuckler
hybrid melee  hybrid     hybrid    leaden  utility | melee-leaden-utility                         | support
hybrid melee  hybrid     hybrid    leaden  hybrid  | melee-leaden                                 | spellblade
hybrid melee  hybrid     hybrid    heavy   damage  | melee-heavy-damage                           | swashbuckler
hybrid melee  hybrid     hybrid    heavy   utility | melee-heavy-utility                          | support
hybrid melee  hybrid     hybrid    heavy   hybrid  | melee-heavy                                  | spellblade
hybrid melee  hybrid     hybrid    hybrid  damage  | melee-damage                                 | swashbuckler
hybrid melee  hybrid     hybrid    hybrid  utility | melee-utility                                | support
hybrid melee  hybrid     hybrid    hybrid  hybrid  | melee                                        | spellblade
hybrid melee  hybrid     hybrid    light   damage  | melee-light-damage                           | swashbuckler
hybrid melee  hybrid     hybrid    light   utility | melee-light-utility                          | support
hybrid melee  hybrid     hybrid    light   hybrid  | melee-light                                  | spellblade
hybrid melee  hybrid     hybrid    swift   damage  | melee-swift-damage                           | swashbuckler
hybrid melee  hybrid     hybrid    swift   utility | melee-swift-utility                          | support
hybrid melee  hybrid     hybrid    swift   hybrid  | melee-swift                                  | spellblade
hybrid melee  hybrid     hybrid    blazing damage  | melee-blazing-damage                         | swashbuckler
hybrid melee  hybrid     hybrid    blazing utility | melee-blazing-utility                        | support
hybrid melee  hybrid     hybrid    blazing hybrid  | melee-blazing                                | spellblade
hybrid melee  hybrid     ability   moloch  damage  | melee-ability-moloch-damage                  | assassin
hybrid melee  hybrid     ability   moloch  utility | melee-ability-moloch-utility                 | support
hybrid melee  hybrid     ability   moloch  hybrid  | melee-ability-moloch                         | assassin
hybrid melee  hybrid     ability   leaden  damage  | melee-ability-leaden-damage                  | assassin
hybrid melee  hybrid     ability   leaden  utility | melee-ability-leaden-utility                 | support
hybrid melee  hybrid     ability   leaden  hybrid  | melee-ability-leaden                         | assassin
hybrid melee  hybrid     ability   heavy   damage  | melee-ability-heavy-damage                   | assassin
hybrid melee  hybrid     ability   heavy   utility | melee-ability-heavy-utility                  | support
hybrid melee  hybrid     ability   heavy   hybrid  | melee-ability-heavy                          | assassin
hybrid melee  hybrid     ability   hybrid  damage  | melee-ability-damage                         | assassin
hybrid melee  hybrid     ability   hybrid  utility | melee-ability-utility                        | support
hybrid melee  hybrid     ability   hybrid  hybrid  | melee-ability                                | assassin
hybrid melee  hybrid     ability   light   damage  | melee-ability-light-damage                   | assassin
hybrid melee  hybrid     ability   light   utility | melee-ability-light-utility                  | support
hybrid melee  hybrid     ability   light   hybrid  | melee-ability-light                          | assassin
hybrid melee  hybrid     ability   swift   damage  | melee-ability-swift-damage                   | assassin
hybrid melee  hybrid     ability   swift   utility | melee-ability-swift-utility                  | support
hybrid melee  hybrid     ability   swift   hybrid  | melee-ability-swift                          | assassin
hybrid melee  hybrid     ability   blazing damage  | melee-ability-blazing-damage                 | assassin
hybrid melee  hybrid     ability   blazing utility | melee-ability-blazing-utility                | support
hybrid melee  hybrid     ability   blazing hybrid  | melee-ability-blazing                        | assassin
hybrid melee  tanky_hp   auto      moloch  damage  | melee-tanky_hp-auto-moloch-damage            | bruiser
hybrid melee  tanky_hp   auto      moloch  utility | melee-tanky_hp-auto-moloch-utility           | tank
hybrid melee  tanky_hp   auto      moloch  hybrid  | melee-tanky_hp-auto-moloch                   | tank
hybrid melee  tanky_hp   auto      leaden  damage  | melee-tanky_hp-auto-leaden-damage            | bruiser
hybrid melee  tanky_hp   auto      leaden  utility | melee-tanky_hp-auto-leaden-utility           | tank
hybrid melee  tanky_hp   auto      leaden  hybrid  | melee-tanky_hp-auto-leaden                   | tank
hybrid melee  tanky_hp   auto      heavy   damage  | melee-tanky_hp-auto-heavy-damage             | bruiser
hybrid melee  tanky_hp   auto      heavy   utility | melee-tanky_hp-auto-heavy-utility            | tank
hybrid melee  tanky_hp   auto      heavy   hybrid  | melee-tanky_hp-auto-heavy                    | tank
hybrid melee  tanky_hp   auto      hybrid  damage  | melee-tanky_hp-auto-damage                   | bruiser
hybrid melee  tanky_hp   auto      hybrid  utility | melee-tanky_hp-auto-utility                  | tank
hybrid melee  tanky_hp   auto      hybrid  hybrid  | melee-tanky_hp-auto                          | tank
hybrid melee  tanky_hp   auto      light   damage  | melee-tanky_hp-auto-light-damage             | bruiser
hybrid melee  tanky_hp   auto      light   utility | melee-tanky_hp-auto-light-utility            | tank
hybrid melee  tanky_hp   auto      light   hybrid  | melee-tanky_hp-auto-light                    | tank
hybrid melee  tanky_hp   auto      swift   damage  | melee-tanky_hp-auto-swift-damage             | bruiser
hybrid melee  tanky_hp   auto      swift   utility | melee-tanky_hp-auto-swift-utility            | tank
hybrid melee  tanky_hp   auto      swift   hybrid  | melee-tanky_hp-auto-swift                    | tank
hybrid melee  tanky_hp   auto      blazing damage  | melee-tanky_hp-auto-blazing-damage           | bruiser
hybrid melee  tanky_hp   auto      blazing utility | melee-tanky_hp-auto-blazing-utility          | tank
hybrid melee  tanky_hp   auto      blazing hybrid  | melee-tanky_hp-auto-blazing                  | tank
hybrid melee  tanky_hp   hybrid    moloch  damage  | melee-tanky_hp-moloch-damage                 | bruiser
hybrid melee  tanky_hp   hybrid    moloch  utility | melee-tanky_hp-moloch-utility                | tank
hybrid melee  tanky_hp   hybrid    moloch  hybrid  | melee-tanky_hp-moloch                        | tank
hybrid melee  tanky_hp   hybrid    leaden  damage  | melee-tanky_hp-leaden-damage                 | bruiser
hybrid melee  tanky_hp   hybrid    leaden  utility | melee-tanky_hp-leaden-utility                | tank
hybrid melee  tanky_hp   hybrid    leaden  hybrid  | melee-tanky_hp-leaden                        | tank
hybrid melee  tanky_hp   hybrid    heavy   damage  | melee-tanky_hp-heavy-damage                  | bruiser
hybrid melee  tanky_hp   hybrid    heavy   utility | melee-tanky_hp-heavy-utility                 | tank
hybrid melee  tanky_hp   hybrid    heavy   hybrid  | melee-tanky_hp-heavy                         | tank
hybrid melee  tanky_hp   hybrid    hybrid  damage  | melee-tanky_hp-damage                        | bruiser
hybrid melee  tanky_hp   hybrid    hybrid  utility | melee-tanky_hp-utility                       | tank
hybrid melee  tanky_hp   hybrid    hybrid  hybrid  | melee-tanky_hp                               | tank
hybrid melee  tanky_hp   hybrid    light   damage  | melee-tanky_hp-light-damage                  | bruiser
hybrid melee  tanky_hp   hybrid    light   utility | melee-tanky_hp-light-utility                 | tank
hybrid melee  tanky_hp   hybrid    light   hybrid  | melee-tanky_hp-light                         | tank
hybrid melee  tanky_hp   hybrid    swift   damage  | melee-tanky_hp-swift-damage                  | bruiser
hybrid melee  tanky_hp   hybrid    swift   utility | melee-tanky_hp-swift-utility                 | tank
hybrid melee  tanky_hp   hybrid    swift   hybrid  | melee-tanky_hp-swift                         | tank
hybrid melee  tanky_hp   hybrid    blazing damage  | melee-tanky_hp-blazing-damage                | bruiser
hybrid melee  tanky_hp   hybrid    blazing utility | melee-tanky_hp-blazing-utility               | tank
hybrid melee  tanky_hp   hybrid    blazing hybrid  | melee-tanky_hp-blazing                       | tank
hybrid melee  tanky_hp   ability   moloch  damage  | melee-tanky_hp-ability-moloch-damage         | bruiser
hybrid melee  tanky_hp   ability   moloch  utility | melee-tanky_hp-ability-moloch-utility        | tank
hybrid melee  tanky_hp   ability   moloch  hybrid  | melee-tanky_hp-ability-moloch                | tank
hybrid melee  tanky_hp   ability   leaden  damage  | melee-tanky_hp-ability-leaden-damage         | bruiser
hybrid melee  tanky_hp   ability   leaden  utility | melee-tanky_hp-ability-leaden-utility        | tank
hybrid melee  tanky_hp   ability   leaden  hybrid  | melee-tanky_hp-ability-leaden                | tank
hybrid melee  tanky_hp   ability   heavy   damage  | melee-tanky_hp-ability-heavy-damage          | bruiser
hybrid melee  tanky_hp   ability   heavy   utility | melee-tanky_hp-ability-heavy-utility         | tank
hybrid melee  tanky_hp   ability   heavy   hybrid  | melee-tanky_hp-ability-heavy                 | tank
hybrid melee  tanky_hp   ability   hybrid  damage  | melee-tanky_hp-ability-damage                | bruiser
hybrid melee  tanky_hp   ability   hybrid  utility | melee-tanky_hp-ability-utility               | tank
hybrid melee  tanky_hp   ability   hybrid  hybrid  | melee-tanky_hp-ability                       | tank
hybrid melee  tanky_hp   ability   light   damage  | melee-tanky_hp-ability-light-damage          | bruiser
hybrid melee  tanky_hp   ability   light   utility | melee-tanky_hp-ability-light-utility         | tank
hybrid melee  tanky_hp   ability   light   hybrid  | melee-tanky_hp-ability-light                 | tank
hybrid melee  tanky_hp   ability   swift   damage  | melee-tanky_hp-ability-swift-damage          | bruiser
hybrid melee  tanky_hp   ability   swift   utility | melee-tanky_hp-ability-swift-utility         | tank
hybrid melee  tanky_hp   ability   swift   hybrid  | melee-tanky_hp-ability-swift                 | tank
hybrid melee  tanky_hp   ability   blazing damage  | melee-tanky_hp-ability-blazing-damage        | bruiser
hybrid melee  tanky_hp   ability   blazing utility | melee-tanky_hp-ability-blazing-utility       | tank
hybrid melee  tanky_hp   ability   blazing hybrid  | melee-tanky_hp-ability-blazing               | tank
hybrid melee  tanky_arm  auto      moloch  damage  | melee-tanky_arm-auto-moloch-damage           | bruiser
hybrid melee  tanky_arm  auto      moloch  utility | melee-tanky_arm-auto-moloch-utility          | tank
hybrid melee  tanky_arm  auto      moloch  hybrid  | melee-tanky_arm-auto-moloch                  | tank
hybrid melee  tanky_arm  auto      leaden  damage  | melee-tanky_arm-auto-leaden-damage           | bruiser
hybrid melee  tanky_arm  auto      leaden  utility | melee-tanky_arm-auto-leaden-utility          | tank
hybrid melee  tanky_arm  auto      leaden  hybrid  | melee-tanky_arm-auto-leaden                  | tank
hybrid melee  tanky_arm  auto      heavy   damage  | melee-tanky_arm-auto-heavy-damage            | bruiser
hybrid melee  tanky_arm  auto      heavy   utility | melee-tanky_arm-auto-heavy-utility           | tank
hybrid melee  tanky_arm  auto      heavy   hybrid  | melee-tanky_arm-auto-heavy                   | tank
hybrid melee  tanky_arm  auto      hybrid  damage  | melee-tanky_arm-auto-damage                  | bruiser
hybrid melee  tanky_arm  auto      hybrid  utility | melee-tanky_arm-auto-utility                 | tank
hybrid melee  tanky_arm  auto      hybrid  hybrid  | melee-tanky_arm-auto                         | tank
hybrid melee  tanky_arm  auto      light   damage  | melee-tanky_arm-auto-light-damage            | bruiser
hybrid melee  tanky_arm  auto      light   utility | melee-tanky_arm-auto-light-utility           | tank
hybrid melee  tanky_arm  auto      light   hybrid  | melee-tanky_arm-auto-light                   | tank
hybrid melee  tanky_arm  auto      swift   damage  | melee-tanky_arm-auto-swift-damage            | bruiser
hybrid melee  tanky_arm  auto      swift   utility | melee-tanky_arm-auto-swift-utility           | tank
hybrid melee  tanky_arm  auto      swift   hybrid  | melee-tanky_arm-auto-swift                   | tank
hybrid melee  tanky_arm  auto      blazing damage  | melee-tanky_arm-auto-blazing-damage          | bruiser
hybrid melee  tanky_arm  auto      blazing utility | melee-tanky_arm-auto-blazing-utility         | tank
hybrid melee  tanky_arm  auto      blazing hybrid  | melee-tanky_arm-auto-blazing                 | tank
hybrid melee  tanky_arm  hybrid    moloch  damage  | melee-tanky_arm-moloch-damage                | bruiser
hybrid melee  tanky_arm  hybrid    moloch  utility | melee-tanky_arm-moloch-utility               | tank
hybrid melee  tanky_arm  hybrid    moloch  hybrid  | melee-tanky_arm-moloch                       | tank
hybrid melee  tanky_arm  hybrid    leaden  damage  | melee-tanky_arm-leaden-damage                | bruiser
hybrid melee  tanky_arm  hybrid    leaden  utility | melee-tanky_arm-leaden-utility               | tank
hybrid melee  tanky_arm  hybrid    leaden  hybrid  | melee-tanky_arm-leaden                       | tank
hybrid melee  tanky_arm  hybrid    heavy   damage  | melee-tanky_arm-heavy-damage                 | bruiser
hybrid melee  tanky_arm  hybrid    heavy   utility | melee-tanky_arm-heavy-utility                | tank
hybrid melee  tanky_arm  hybrid    heavy   hybrid  | melee-tanky_arm-heavy                        | tank
hybrid melee  tanky_arm  hybrid    hybrid  damage  | melee-tanky_arm-damage                       | bruiser
hybrid melee  tanky_arm  hybrid    hybrid  utility | melee-tanky_arm-utility                      | tank
hybrid melee  tanky_arm  hybrid    hybrid  hybrid  | melee-tanky_arm                              | tank
hybrid melee  tanky_arm  hybrid    light   damage  | melee-tanky_arm-light-damage                 | bruiser
hybrid melee  tanky_arm  hybrid    light   utility | melee-tanky_arm-light-utility                | tank
hybrid melee  tanky_arm  hybrid    light   hybrid  | melee-tanky_arm-light                        | tank
hybrid melee  tanky_arm  hybrid    swift   damage  | melee-tanky_arm-swift-damage                 | bruiser
hybrid melee  tanky_arm  hybrid    swift   utility | melee-tanky_arm-swift-utility                | tank
hybrid melee  tanky_arm  hybrid    swift   hybrid  | melee-tanky_arm-swift                        | tank
hybrid melee  tanky_arm  hybrid    blazing damage  | melee-tanky_arm-blazing-damage               | bruiser
hybrid melee  tanky_arm  hybrid    blazing utility | melee-tanky_arm-blazing-utility              | tank
hybrid melee  tanky_arm  hybrid    blazing hybrid  | melee-tanky_arm-blazing                      | tank
hybrid melee  tanky_arm  ability   moloch  damage  | melee-tanky_arm-ability-moloch-damage        | bruiser
hybrid melee  tanky_arm  ability   moloch  utility | melee-tanky_arm-ability-moloch-utility       | tank
hybrid melee  tanky_arm  ability   moloch  hybrid  | melee-tanky_arm-ability-moloch               | tank
hybrid melee  tanky_arm  ability   leaden  damage  | melee-tanky_arm-ability-leaden-damage        | bruiser
hybrid melee  tanky_arm  ability   leaden  utility | melee-tanky_arm-ability-leaden-utility       | tank
hybrid melee  tanky_arm  ability   leaden  hybrid  | melee-tanky_arm-ability-leaden               | tank
hybrid melee  tanky_arm  ability   heavy   damage  | melee-tanky_arm-ability-heavy-damage         | bruiser
hybrid melee  tanky_arm  ability   heavy   utility | melee-tanky_arm-ability-heavy-utility        | tank
