"piece_id","name","affinity","role","role_code","intent","tier","level","kind","n_matches","n_pair_games","n_pair_wins","n_team_wins","n_team_draws","n_team_timeouts","mean_duration_ticks","win_rate","expected_wr","wr_delta","expected_power","timeout_rate","own_weather_wr","counter_weather_wr","weather_sensitivity","wd_z"
"enemy_standard_bearer@2","Standard Bearer","clear","support","int-ranged-ability-utility","utility",3,2,"enemy",2280,12738,5218.5,775,220,220,7044.1,0.4097,0.4107,-0.0011,3.1748,0.0965,0.4206,NA,0.029,-0.219906638344293
"enemy_standard_bearer@3","Standard Bearer","clear","support","int-ranged-ability-utility","utility",3,3,"enemy",2250,12570,6163,1001,192,192,6990.5,0.4903,0.4979,-0.0076,12.6992,0.0853,0.5002,NA,0.0246,-0.475808225164379
"enemy_steam_engineer","Steam Engineer","clear","mage","int-ranged-squishy-ability-steady-damage","damage",4,1,"enemy",3114,17226,6307.5,882,278,278,6469.3,0.3662,0.3737,-0.0076,2,0.0893,0.3694,NA,0.0221,0.157621172938916
"enemy_steam_engineer@2","Steam Engineer","clear","mage","int-ranged-squishy-ability-steady-damage","damage",4,2,"enemy",2640,15000,6426.5,889,270,270,6708.4,0.4284,0.458,-0.0296,4,0.1023,0.4456,NA,0.0284,-0.494896586001757
"enemy_steam_engineer@3","Steam Engineer","clear","mage","int-ranged-squishy-ability-steady-damage","damage",4,3,"enemy",2490,13818,5206,881,166,166,6633.8,0.3768,0.4907,-0.1139,16,0.0667,0.3682,NA,0.0158,-2.99522599866988
"enemy_steam_knight","Steam Knight","clear","tank","str-melee-tanky_arm-auto-heavy-utility","utility",6,1,"enemy",1830,10296,3778,557,179,179,7031.9,0.3669,0.3293,0.0377,3.1748,0.0978,0.3622,NA,0.0259,1.05114602397688
"enemy_steam_knight@2","Steam Knight","clear","tank","str-melee-tanky_arm-auto-heavy-utility","utility",6,2,"enemy",1980,10512,4510,706,259,259,7008.1,0.429,0.3916,0.0375,6.3496,0.1308,0.4284,NA,0.012,1.04525725073331
"enemy_steam_knight@3","Steam Knight","clear","tank","str-melee-tanky_arm-auto-heavy-utility","utility",6,3,"enemy",2430,13380,8062.5,1318,262,262,7430,0.6026,0.574,0.0286,25.3984,0.1078,0.6094,NA,0.0287,0.783206841394535
"enemy_stone_warden","Stone Warden","cloudy","tank","melee-tanky_hp-leaden","hybrid",10,1,"enemy",2568,14364,7115.5,1063,400,400,7654.9,0.4954,0.4766,0.0188,8,0.1558,0.5027,0.4939,0.0223,0.0872115913909279
"enemy_stone_warden@2","Stone Warden","cloudy","tank","melee-tanky_hp-leaden","hybrid",10,2,"enemy",3174,17544,9160.5,1381,705,705,8174.1,0.5221,0.4969,0.0252,16,0.2221,0.5325,0.5053,0.034,0.196772936300796
"enemy_stone_warden@3","Stone Warden","cloudy","tank","melee-tanky_hp-leaden","hybrid",10,3,"enemy",2712,14862,10822.5,1661,747,747,8626.8,0.7282,0.8518,-0.1236,64,0.2754,0.7683,0.6904,0.0779,-2.35052833285363
"enemy_storm_tyrant","Storm Tyrant","thunder","spellblade","ranged-speedy","hybrid",10,1,"enemy",2256,12768,6100.5,985,139,139,6432.9,0.4778,0.4586,0.0191,8,0.0616,0.5143,0.4558,0.0585,0.0923472794335779
"enemy_storm_tyrant@2","Storm Tyrant","thunder","spellblade","ranged-speedy","hybrid",10,2,"enemy",2202,12084,6371,1116,96,96,6065.9,0.5272,0.5303,-0.0031,16,0.0436,0.5611,0.5055,0.0556,-0.287693635722526
"enemy_storm_tyrant@3","Storm Tyrant","thunder","spellblade","ranged-speedy","hybrid",10,3,"enemy",2136,11916,9800.5,1767,50,50,5697.8,0.8225,0.8792,-0.0567,64,0.0234,0.863,0.817,0.067,-1.20526989934267
"enemy_stormhawk","Stormhawk","thunder","spellslinger","int-ranged-blinding-damage","damage",4,1,"enemy",2064,11004,4911.5,842,159,159,6337.4,0.4463,0.4324,0.0139,2,0.077,0.4498,0.452,0.0139,0.795308982812755
"enemy_stormhawk@2","Stormhawk","thunder","spellslinger","int-ranged-blinding-damage","damage",4,2,"enemy",2514,14424,5978.5,938,210,210,6574.2,0.4145,0.4567,-0.0423,4,0.0835,0.4197,0.4087,0.0231,-0.871577292299327
"enemy_stormhawk@3","Stormhawk","thunder","spellslinger","int-ranged-blinding-damage","damage",4,3,"enemy",2190,11682,5566,978,151,151,6483.8,0.4765,0.4864,-0.0099,16,0.0689,0.5039,0.4625,0.0413,0.0894034072314817
"enemy_stretcher_hand","Stretcher-Hand","clear","support","int-ranged-ability-utility","utility",1,1,"enemy",2070,11676,3887,595,129,129,6400.3,0.3329,0.3726,-0.0397,1,0.0623,0.3291,NA,0.011,-1.05239161923898
"enemy_stretcher_hand@2","Stretcher-Hand","clear","support","int-ranged-ability-utility","utility",1,2,"enemy",2070,11568,4799,709,135,135,6563.4,0.4149,0.3983,0.0165,2,0.0652,0.409,NA,0.0293,0.185802567807021
"enemy_stretcher_hand@3","Stretcher-Hand","clear","support","int-ranged-ability-utility","utility",1,3,"enemy",2646,14442,6692.5,1079,247,247,7010.8,0.4634,0.4541,0.0093,8,0.0933,0.4641,NA,0.0345,0.0271727075449003
"enemy_sundered_lord","Sundered Lord","mist","spellblade","ranged","hybrid",9,1,"enemy",2286,12084,5304,915,148,148,6455.6,0.4389,0.4052,0.0338,6.3496,0.0647,0.4444,0.4258,0.031,0.716400258162442
"enemy_sundered_lord@2","Sundered Lord","mist","spellblade","ranged","hybrid",9,2,"enemy",2442,13668,7368,1242,187,187,6527.7,0.5391,0.4934,0.0457,12.6992,0.0766,0.5417,0.5108,0.0564,0.981093642298409
"enemy_sundered_lord@3","Sundered Lord","mist","spellblade","ranged","hybrid",9,3,"enemy",2976,16554,11833,2094,222,222,6519.2,0.7148,0.7604,-0.0456,50.7968,0.0746,0.7153,0.6705,0.0928,-1.04970517884561
"enemy_thunder_bull","Thunder Bull","thunder","support","str-melee-auto-heavy-utility","utility",7,1,"enemy",2706,15090,6545.5,1068,274,274,6792.8,0.4338,0.4358,-0.002,4,0.1013,0.436,0.4264,0.0201,0.264304440883131
"enemy_thunder_bull@2","Thunder Bull","thunder","support","str-melee-auto-heavy-utility","utility",7,2,"enemy",2820,15492,7832,1333,224,224,6825.3,0.5056,0.4713,0.0342,8,0.0794,0.5285,0.4907,0.0378,1.22478065616963
"enemy_thunder_bull@3","Thunder Bull","thunder","support","str-melee-auto-heavy-utility","utility",7,3,"enemy",2166,11976,8387,1522,125,125,6562,0.7003,0.7089,-0.0086,32,0.0577,0.757,0.6836,0.0854,0.0891899927922227
"enemy_veil_lord","Veil Lord","mist","spellblade","ranged","hybrid",10,1,"enemy",1968,11118,5738,950,136,136,6673.4,0.5161,0.4954,0.0207,8,0.0691,0.5345,0.5013,0.0332,0.119737615661045
"enemy_veil_lord@2","Veil Lord","mist","spellblade","ranged","hybrid",10,2,"enemy",2760,15336,8767.5,1529,187,187,6531,0.5717,0.579,-0.0073,16,0.0678,0.5694,0.5616,0.036,-0.359593268319627
"enemy_veil_lord@3","Veil Lord","mist","spellblade","ranged","hybrid",10,3,"enemy",3060,17076,12943.5,2351,151,151,6113.4,0.758,0.8324,-0.0744,64,0.0493,0.7727,0.7323,0.0571,-1.50827549385902
"enemy_voltaic_diviner","Voltaic Diviner","thunder","marksman","int-ranged-auto-brisk-damage","damage",5,1,"enemy",2664,15042,5882,873,236,236,6524.4,0.391,0.3969,-0.0059,2.5198,0.0886,0.3987,0.3901,0.0134,-0.234870022609414
"enemy_voltaic_diviner@2","Voltaic Diviner","thunder","marksman","int-ranged-auto-brisk-damage","damage",5,2,"enemy",2856,16212,7426.5,1147,262,262,6584.3,0.4581,0.4697,-0.0116,5.0397,0.0917,0.4532,0.4552,0.0235,-0.392769161650957
"enemy_voltaic_diviner@3","Voltaic Diviner","thunder","marksman","int-ranged-auto-brisk-damage","damage",5,3,"enemy",2424,13398,7064,1240,164,164,6801.9,0.5272,0.5952,-0.0679,20.1587,0.0677,0.5414,0.5262,0.0504,-1.95236942972796
